"fecha";"region";"servicio.salud";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-05-14";13;131013;1217.43875745855;1188.2273823445;1250.96056233054
"2020-05-15";13;131013;1622.89201009179;1586.3820746433;1657.06318508333
"2020-05-16";13;131013;1461.78868057073;1427.10649070278;1492.99656896131
"2020-05-17";13;131013;1452.84227930625;1422.93013274393;1484.73166364684
"2020-05-18";13;131013;1797.27101778914;1763.12340173993;1826.42413806397
"2020-05-19";13;131013;1470.79076660798;1438.98019763811;1499.53952976351
"2020-05-20";13;131013;1724.53942267741;1694.32486496443;1760.46980814454
"2020-05-21";13;131013;1460.32160098005;1428.08954111464;1492.07991193239
"2020-05-22";13;131013;1720.9837357629;1684.31231447333;1754.43229374146
"2020-05-23";13;131013;1598.18767481806;1564.11244897347;1627.38748463314
"2020-05-24";13;131013;1451.59279867385;1417.55869389224;1482.82767276201
"2020-05-25";13;131013;1878.59391665275;1840.10545839277;1907.43905729963
"2020-05-26";13;131013;1414.49174794502;1381.03590811156;1444.72857956712
"2020-05-27";13;131013;1390.22603734307;1360.88230380755;1421.49732070574
"2020-05-28";13;131013;1438.09609478405;1405.65286112646;1468.14188480106
"2020-05-29";13;131013;1439.88143426841;1402.05262639373;1476.00842981791
"2020-05-30";13;131013;1379.06209708854;1347.96557824353;1412.08873582715
"2020-05-31";13;131013;1309.83093246294;1281.38586549129;1346.63128541873
"2020-06-01";13;131013;1922.10085797385;1888.89602796232;1960.1618285166
"2020-06-02";13;131013;1225.37555095799;1193.35466488475;1260.8853022184
"2020-06-03";13;131013;1150.33389446451;1117.43704408092;1178.29621729055
"2020-06-04";13;131013;1114.93979619373;1087.54931314974;1139.34257700562
"2020-06-05";13;131013;1278.48468882921;1249.89398475951;1304.88269788441
"2020-06-06";13;131013;1146.89343219522;1119.8764654733;1171.95457835918
"2020-06-07";13;131013;1019.00307122939;989.719734255131;1047.59977212078
"2020-06-08";13;131013;1249.01031024985;1224.11836012628;1276.05511935817
"2020-06-09";13;131013;949.969801719374;921.929948555837;971.577206937466
"2020-06-10";13;131013;1018.61584788633;990.576423067203;1044.32722085866
"2020-06-11";13;131013;880.47263521762;850.501377127265;908.863302449702
"2020-06-12";13;131013;963.577018465927;938.224169761455;993.936784932557
"2020-06-13";13;131013;907.895672436466;882.027525411532;935.514891393276
"2020-06-14";13;131013;866.100823706293;842.913255974334;890.125376407647
"2020-06-15";13;131013;1013.78754974149;988.700274568764;1036.17796853382
"2020-06-16";13;131013;798.906008386983;776.417070381269;822.703966897544
"2020-06-17";13;131013;722.626864904458;697.845855982044;745.195046625289
"2020-06-18";13;131013;760.290331838411;739.990662091948;781.27235422369
"2020-06-19";13;131013;761.390748617518;737.394894991369;788.102305777938
"2020-06-20";13;131013;752.172348655213;728.521740620328;775.733861053641
"2020-06-21";13;131013;673.695798369721;635.114817718038;714.159352685934
"2020-06-22";13;131013;733.791661847792;688.550782371058;771.970855446613
"2020-06-23";13;131013;632.257760529776;603.965612511083;668.050219098164
"2020-06-24";13;131013;574.996251986447;547.923172147333;602.474973978077
"2020-06-25";13;131013;541.981606891205;508.177094711232;578.187846155823
"2020-06-26";13;131013;577.162817992178;546.638138929225;613.748998744951
"2020-06-27";13;131013;489.137614207327;462.200747889333;522.631576692924
"2020-06-28";13;131013;532.012747529524;486.768441297541;574.25350278638
"2020-06-29";13;131013;622.175818244902;568.117469169911;677.692251678039
"2020-06-30";13;131013;562.930646757219;517.168043793932;601.192082481999
"2020-07-01";13;131013;598.783501886857;547.229254209555;661.117464886467
"2020-07-02";13;131013;425.687385685587;389.703457167701;464.584484508925
"2020-07-03";13;131013;450.733111450931;411.422660275768;493.292126601473
"2020-07-04";13;131013;471.841923780396;426.185550229807;515.306887349705
"2020-07-05";13;131013;443.299194284172;423.099328784316;462.342101543325
"2020-07-06";13;131013;438.593830983864;418.220485999563;461.860214086534
"2020-07-07";13;131013;379.083085964439;360.747375319652;404.284300749174
"2020-07-08";13;131013;334.744299806817;316.715712101158;361.098617732602
"2020-07-09";13;131013;321.003011261174;306.949459643532;337.385471414436
"2020-07-10";13;131013;350.215243064033;331.191611303152;367.020479146053
"2020-07-11";13;131013;320.90834714744;303.676908381415;339.865585525386
"2020-07-12";13;131013;262.107368808817;212.015488933722;334.367785073911
"2020-07-13";13;131013;258.520841097076;209.184132409823;333.286215448669
"2020-07-14";13;131013;196.084932128829;161.655037116043;247.255383218323
"2020-07-15";13;131013;114.866977644705;87.5792972581675;161.781398715823
"2020-07-16";13;131013;91.6588493812565;67.4942280591287;133.83835138805
"2020-07-17";13;131013;131.393789862801;74.5147928740625;237.015810192027
"2020-04-01";13;131012;70.5741760016394;63.8524016254621;77.3694570234857
"2020-04-02";13;131012;61.6141613894093;55.4622491400094;67.2121750764952
"2020-04-03";13;131012;56.3543525215378;50.3334899990125;61.8532436106761
"2020-04-04";13;131012;61.2815252554727;54.7940069066547;67.7244941220671
"2020-04-05";13;131012;64.4864892557786;58.2057547536154;71.4369509740373
"2020-04-06";13;131012;80.3271713974504;74.2491370394048;87.7661924374284
"2020-04-07";13;131012;70.9844024837821;64.8027905795665;77.6942969980331
"2020-04-08";13;131012;74.7952394423296;68.5282410305186;80.8703038348937
"2020-04-09";13;131012;80.8777287485976;74.468171993671;88.6608945387532
"2020-04-10";13;131012;90.0430422247417;83.9720615347148;96.0226964762102
"2020-04-11";13;131012;64.3097763096248;57.9811511140712;70.6870346899393
"2020-04-12";13;131012;70.7597988442379;64.0751490365803;77.3082014854282
"2020-04-13";13;131012;105.746363462891;96.8672804100334;113.675428807329
"2020-04-14";13;131012;95.5649505463623;87.5341638841803;104.102858814523
"2020-04-15";13;131012;127.347664901765;119.290519795934;136.620268380931
"2020-04-16";13;131012;112.536075799459;103.859692890719;121.029805831082
"2020-04-17";13;131012;125.225253319493;117.528959019674;133.876762767325
"2020-04-18";13;131012;134.717634244296;125.302843667699;145.472621744454
"2020-04-19";13;131012;130.443111424937;122.94914602355;138.771637126648
"2020-04-20";13;131012;229.848598584663;219.311532301716;241.783033626692
"2020-04-21";13;131012;178.543929873175;168.963192475295;188.607657907496
"2020-04-22";13;131012;210.907272480226;198.690690717447;221.717204341793
"2020-04-23";13;131012;230.435166767274;219.168602712915;241.692078433818
"2020-04-24";13;131012;290.152633951012;276.307026121589;303.610290039404
"2020-04-25";13;131012;308.403443080983;294.318010538923;322.321072573334
"2020-04-26";13;131012;319.260894390255;304.41218071943;333.256114230812
"2020-04-27";13;131012;487.115176003867;471.725186124024;506.967539019778
"2020-04-28";13;131012;468.729975935855;452.279337133404;486.168499506614
"2020-04-29";13;131012;469.679993644274;454.449268163381;485.851084445771
"2020-04-30";13;131012;578.736754882066;558.483446526143;598.54642464418
"2020-05-01";13;131012;854.990692870672;832.390369292933;876.15652312081
"2020-05-02";13;131012;794.391517184592;768.977893804429;818.392550732579
"2020-05-03";13;131012;835.727125511484;809.126258430061;861.961944347302
"2020-05-04";13;131012;1170.24658880902;1140.53913783387;1201.59234699295
