codigo_comuna,comuna_residencia,fecha,positividad
10104,fresia,2020-04-08,0.16428571428571428
10105,frutillar,2020-04-08,0.16882086167800453
10106,los muermos,2020-04-08,0
10107,llanquihue,2020-04-08,0.11904761904761905
10108,maullin,2020-04-08,0.09285714285714286
10109,puerto varas,2020-04-08,0.15396825396825395
10201,castro,2020-04-08,0.09523809523809525
10202,ancud,2020-04-08,0.11904761904761905
10205,dalcahue,2020-04-08,NA
10208,quellon,2020-04-08,NA
10301,osorno,2020-04-08,0.26010737628384684
10302,puerto octay,2020-04-08,0
10303,purranque,2020-04-08,0.18595238095238095
10305,rio negro,2020-04-08,0.06547619047619048
10306,san juan de la costa,2020-04-08,0.18928571428571428
10307,san pablo,2020-04-08,0.07142857142857142
10401,chaiten,2020-04-08,NA
10402,futaleufu,2020-04-08,0
10403,hualaihue,2020-04-08,0
11101,coyhaique,2020-04-08,0
11201,aisen,2020-04-08,0
11202,cisnes,2020-04-08,NA
12101,punta arenas,2020-04-08,0.4821874446410613
12103,rio verde,2020-04-08,NA
12301,porvenir,2020-04-08,NA
13101,santiago,2020-04-08,0.17610532074725344
13102,cerrillos,2020-04-08,0.1802243704499344
13103,cerro navia,2020-04-08,0.08483182746782923
13104,conchali,2020-04-08,0.1691145490454246
13105,el bosque,2020-04-08,0.20147939699611436
13106,estacion central,2020-04-08,0.1354741832548167
13107,huechuraba,2020-04-08,0.11192709406995117
13108,independencia,2020-04-08,0.11835329688499877
13109,la cisterna,2020-04-08,0.16052466052466055
13110,la florida,2020-04-08,0.17271766631349175
13111,la granja,2020-04-08,0.16946511045889925
13112,la pintana,2020-04-08,0.2008456061383767
13113,la reina,2020-04-08,0.11612390255247398
13114,las condes,2020-04-08,0.12528525114732011
13115,lo barnechea,2020-04-08,0.15245728523967728
13116,lo espejo,2020-04-08,0.17423473212946897
13117,lo prado,2020-04-08,0.09560616517138255
13118,macul,2020-04-08,0.10671879911511249
13119,maipu,2020-04-08,0.1567077346599214
13120,nunoa,2020-04-08,0.1812378748967942
13121,pedro aguirre cerda,2020-04-08,0.21222943722943724
13122,penalolen,2020-04-08,0.13513931547327415
13123,providencia,2020-04-08,0.15812718734686157
13124,pudahuel,2020-04-08,0.12694823013389464
13125,quilicura,2020-04-08,0.15492918999344124
13126,quinta normal,2020-04-08,0.16564376174918186
13127,recoleta,2020-04-08,0.17113830466932425
13128,renca,2020-04-08,0.05275888133030991
13129,san joaquin,2020-04-08,0.14543658372439885
13130,san miguel,2020-04-08,0.1753747170904143
13131,san ramon,2020-04-08,0.14567099567099567
13132,vitacura,2020-04-08,0.0712906533746114
13201,puente alto,2020-04-08,0.1898803111163115
13202,pirque,2020-04-08,0.12176870748299319
13203,san jose de maipo,2020-04-08,0.07653061224489796
13301,colina,2020-04-08,0.12681130346875594
13302,lampa,2020-04-08,0.11210838850590402
13303,tiltil,2020-04-08,0.11904761904761905
13401,san bernardo,2020-04-08,0.14849058891242242
13402,buin,2020-04-08,0.15745692216280452
13403,calera de tango,2020-04-08,0
13404,paine,2020-04-08,0.08888888888888889
13501,melipilla,2020-04-08,0.06944444444444445
13503,curacavi,2020-04-08,0.12653061224489795
13504,maria pinto,2020-04-08,0
13601,talagante,2020-04-08,0.16071428571428573
13602,el monte,2020-04-08,0.16774891774891776
13603,isla de maipo,2020-04-08,0.08333333333333334
13604,padre hurtado,2020-04-08,0.18062770562770564
13605,penaflor,2020-04-08,0.038548752834467126
14101,valdivia,2020-04-08,0.3213811585240157
14201,la union,2020-04-08,0.21428571428571427
15101,arica,2020-04-08,0.2524288292775228
16101,chillan,2020-04-08,0.19870645149167543
16102,bulnes,2020-04-08,0.35064935064935066
16103,chillan viejo,2020-04-08,0.3626984126984127
16104,el carmen,2020-04-08,0.07142857142857142
16105,pemuco,2020-04-08,0
16106,pinto,2020-04-08,0.1547619047619048
16107,quillon,2020-04-08,0.2346938775510204
16108,san ignacio,2020-04-08,0.10714285714285714
16109,yungay,2020-04-08,0.16595131261333057
16201,quirihue,2020-04-08,0
16203,coelemu,2020-04-08,0.07142857142857142
16204,ninhue,2020-04-08,0
16206,ranquil,2020-04-08,0.20562770562770563
16301,san carlos,2020-04-08,0.1317738791423002
16302,coihueco,2020-04-08,0.27380952380952384
16303,niquen,2020-04-08,0.07142857142857142
16304,san fabian,2020-04-08,0.16666666666666669
16305,san nicolas,2020-04-08,0.2523809523809524
02101,antofagasta,2020-04-09,0.07220058878502901
02102,mejillones,2020-04-09,0.13095238095238096
02201,calama,2020-04-09,0.03181473258199601
03101,copiapo,2020-04-09,0.23620129870129872
04101,la serena,2020-04-09,0.03571428571428571
04102,coquimbo,2020-04-09,0.034693877551020415
04106,vicuna,2020-04-09,0
04201,illapel,2020-04-09,0.16493625422196853
04203,los vilos,2020-04-09,0
04204,salamanca,2020-04-09,0.13988095238095238
04301,ovalle,2020-04-09,0
04302,combarbala,2020-04-09,NA
04303,monte patria,2020-04-09,NA
04304,punitaqui,2020-04-09,NA
05101,valparaiso,2020-04-09,0.0760902428604292
05102,casablanca,2020-04-09,0.020408163265306128
05103,con con,2020-04-09,0.025974025974025965
05105,puchuncavi,2020-04-09,0
05107,quintero,2020-04-09,0.03571428571428571
05109,vina del mar,2020-04-09,0.0753810649614235
05301,los andes,2020-04-09,0.06190476190476191
05302,calle larga,2020-04-09,0.07936507936507937
05303,rinconada,2020-04-09,0.10515873015873016
05401,la ligua,2020-04-09,0.07142857142857142
05402,cabildo,2020-04-09,0
05404,petorca,2020-04-09,NA
05405,zapallar,2020-04-09,0
05501,quillota,2020-04-09,0.11832611832611832
05502,calera,2020-04-09,0.03571428571428571
05503,hijuelas,2020-04-09,0
05506,nogales,2020-04-09,0
05601,san antonio,2020-04-09,0.07823960606569302
05602,algarrobo,2020-04-09,0.03571428571428571
05604,el quisco,2020-04-09,0.11904761904761905
05605,el tabo,2020-04-09,0
05606,santo domingo,2020-04-09,0.21904761904761902
05701,san felipe,2020-04-09,0.07142857142857142
05703,llaillay,2020-04-09,0.04761904761904762
05705,putaendo,2020-04-09,0
05801,quilpue,2020-04-09,0.06970056988312567
05802,limache,2020-04-09,0.14682539682539683
05804,villa alemana,2020-04-09,0.02321428571428571
06101,rancagua,2020-04-09,0.050671550671550665
06105,donihue,2020-04-09,0
06107,las cabras,2020-04-09,NA
06108,machali,2020-04-09,0.03571428571428571
06109,malloa,2020-04-09,0
06110,mostazal,2020-04-09,0
06112,peumo,2020-04-09,0.07142857142857142
06114,quinta de tilcoco,2020-04-09,0
06115,rengo,2020-04-09,0
06116,requinoa,2020-04-09,0
06117,san vicente,2020-04-09,0.03571428571428571
06204,marchihue,2020-04-09,NA
06205,navidad,2020-04-09,NA
06303,chimbarongo,2020-04-09,0.09523809523809525
06305,nancagua,2020-04-09,NA
06307,peralillo,2020-04-09,NA
06310,santa cruz,2020-04-09,0
07101,talca,2020-04-09,0.01203007518796993
07102,constitucion,2020-04-09,0
07103,curepto,2020-04-09,NA
07105,maule,2020-04-09,0.03571428571428571
07106,pelarco,2020-04-09,0
07107,pencahue,2020-04-09,NA
07108,rio claro,2020-04-09,0.14285714285714285
07109,san clemente,2020-04-09,0
07110,san rafael,2020-04-09,0
07201,cauquenes,2020-04-09,0.017857142857142856
07301,curico,2020-04-09,0.03138606676342526
07304,molina,2020-04-09,0.014285714285714282
07306,romeral,2020-04-09,0
07308,teno,2020-04-09,0.04761904761904762
07401,linares,2020-04-09,0.09482038429406851
07402,colbun,2020-04-09,0.16666666666666669
07404,parral,2020-04-09,0.01587301587301588
07405,retiro,2020-04-09,0
07406,san javier,2020-04-09,0.19134199134199134
07407,villa alegre,2020-04-09,NA
07408,yerbas buenas,2020-04-09,0
08101,concepcion,2020-04-09,0.11141111123994032
08102,coronel,2020-04-09,0.042386185243328094
08103,chiguayante,2020-04-09,0.02363636363636363
08104,florida,2020-04-09,0.028571428571428564
08105,hualqui,2020-04-09,0.0987012987012987
08106,lota,2020-04-09,0
08107,penco,2020-04-09,0.0528447742733457
08108,san pedro de la paz,2020-04-09,0.09456521739130434
08109,santa juana,2020-04-09,0
08110,talcahuano,2020-04-09,0.13390022675736962
08111,tome,2020-04-09,0.21006340105718987
08112,hualpen,2020-04-09,0.3780193236714976
08201,lebu,2020-04-09,0
08202,arauco,2020-04-09,0
08203,canete,2020-04-09,0
08205,curanilahue,2020-04-09,0
08301,los angeles,2020-04-09,0.02912087912087913
08303,cabrero,2020-04-09,0.14795918367346936
08304,laja,2020-04-09,0.04081632653061224
08305,mulchen,2020-04-09,0
08306,nacimiento,2020-04-09,0.25595238095238093
08307,negrete,2020-04-09,NA
08308,quilaco,2020-04-09,NA
08309,quilleco,2020-04-09,0
08311,santa barbara,2020-04-09,0.03571428571428571
08312,tucapel,2020-04-09,0.03571428571428571
09101,temuco,2020-04-09,0.32738566532942615
09102,carahue,2020-04-09,0.26277056277056277
09105,freire,2020-04-09,0.04761904761904762
09106,galvarino,2020-04-09,0
09107,gorbea,2020-04-09,0.07891156462585033
09108,lautaro,2020-04-09,0.1989795918367347
09109,loncoche,2020-04-09,0.09523809523809526
09111,nueva imperial,2020-04-09,0.16666666666666669
09112,padre las casas,2020-04-09,0.3238095238095238
09114,pitrufquen,2020-04-09,0.15404040404040403
09115,pucon,2020-04-09,0.09523809523809523
09117,teodoro schmidt,2020-04-09,0
09118,tolten,2020-04-09,0.09523809523809523
09119,vilcun,2020-04-09,0.3428571428571429
09120,villarrica,2020-04-09,0.22755102040816327
09201,angol,2020-04-09,0.18460111317254174
09202,collipulli,2020-04-09,0
09203,curacautin,2020-04-09,0.09523809523809525
09204,ercilla,2020-04-09,0.2285714285714286
09207,lumaco,2020-04-09,NA
09209,renaico,2020-04-09,0.07142857142857142
09210,traiguen,2020-04-09,0.11904761904761905
09211,victoria,2020-04-09,0
10101,puerto montt,2020-04-09,0.1752670161471182
10102,calbuco,2020-04-09,0.017857142857142856
10104,fresia,2020-04-09,0.16428571428571428
10105,frutillar,2020-04-09,0.16882086167800453
10107,llanquihue,2020-04-09,0.16666666666666669
10108,maullin,2020-04-09,0.09285714285714286
10109,puerto varas,2020-04-09,0.16825396825396824
10201,castro,2020-04-09,0.09523809523809525
10202,ancud,2020-04-09,0.11904761904761905
10203,chonchi,2020-04-09,NA
10205,dalcahue,2020-04-09,NA
10208,quellon,2020-04-09,NA
10301,osorno,2020-04-09,0.2574414450464871
10302,puerto octay,2020-04-09,0
10303,purranque,2020-04-09,0.21891941391941394
10305,rio negro,2020-04-09,0.06547619047619048
10306,san juan de la costa,2020-04-09,0.2369047619047619
11101,coyhaique,2020-04-09,0
12101,punta arenas,2020-04-09,0.4675017084363377
13101,santiago,2020-04-09,0.18014182478375745
13102,cerrillos,2020-04-09,0.1776733500417711
13103,cerro navia,2020-04-09,0.0950359091004823
13104,conchali,2020-04-09,0.1844716919025675
13105,el bosque,2020-04-09,0.223124418641136
13106,estacion central,2020-04-09,0.14491021573232382
13107,huechuraba,2020-04-09,0.1292431113859685
13108,independencia,2020-04-09,0.14404894327030032
13109,la cisterna,2020-04-09,0.17915820089733134
13110,la florida,2020-04-09,0.1771239742912283
13111,la granja,2020-04-09,0.17354674311196047
13112,la pintana,2020-04-09,0.2462668515596221
13113,la reina,2020-04-09,0.11241332741332742
13114,las condes,2020-04-09,0.12740165326372221
13115,lo barnechea,2020-04-09,0.12943269078651137
13116,lo espejo,2020-04-09,0.17244901784375471
13117,lo prado,2020-04-09,0.0781557067271353
13118,macul,2020-04-09,0.11195689435320773
13119,maipu,2020-04-09,0.15522193232666145
13120,nunoa,2020-04-09,0.19326623907990162
13121,pedro aguirre cerda,2020-04-09,0.2408008658008658
13122,penalolen,2020-04-09,0.14956874921860328
13123,providencia,2020-04-09,0.15769164727717516
13124,pudahuel,2020-04-09,0.12235639339920078
13125,quilicura,2020-04-09,0.16131783240692837
13126,quinta normal,2020-04-09,0.18301348879632823
13127,recoleta,2020-04-09,0.18121156474258435
13128,renca,2020-04-09,0.0833711262282691
13129,san joaquin,2020-04-09,0.15642559471340986
13130,san miguel,2020-04-09,0.18176569453402333
13131,san ramon,2020-04-09,0.1813852813852814
13132,vitacura,2020-04-09,0.0842776663616244
13201,puente alto,2020-04-09,0.2053579307355878
13202,pirque,2020-04-09,0.14557823129251699
13301,colina,2020-04-09,0.13042032602514692
13302,lampa,2020-04-09,0.13829886469638022
13303,tiltil,2020-04-09,0.11904761904761905
13401,san bernardo,2020-04-09,0.1614776018994354
13402,buin,2020-04-09,0.1693616840675664
13403,calera de tango,2020-04-09,0
13404,paine,2020-04-09,0.10929705215419502
13501,melipilla,2020-04-09,0.058730158730158744
13503,curacavi,2020-04-09,0.15827664399092972
13504,maria pinto,2020-04-09,0
13601,talagante,2020-04-09,0.12896825396825398
13602,el monte,2020-04-09,0.060606060606060615
13603,isla de maipo,2020-04-09,0.11904761904761905
13604,padre hurtado,2020-04-09,0.16036796536796535
13605,penaflor,2020-04-09,0.04747732426303856
14101,valdivia,2020-04-09,0.3870954442383014
14204,rio bueno,2020-04-09,0.07142857142857142
15101,arica,2020-04-09,0.2164345205559414
16101,chillan,2020-04-09,0.1877465119603073
16102,bulnes,2020-04-09,0.3246753246753246
16103,chillan viejo,2020-04-09,0.4341269841269841
16106,pinto,2020-04-09,0.05952380952380952
16107,quillon,2020-04-09,0.21428571428571427
16109,yungay,2020-04-09,0.1319377071711537
16201,quirihue,2020-04-09,0
16203,coelemu,2020-04-09,0.07142857142857142
16301,san carlos,2020-04-09,0.1317738791423002
16302,coihueco,2020-04-09,0.3452380952380953
16303,niquen,2020-04-09,0.07142857142857142
16305,san nicolas,2020-04-09,0.2809523809523809
01101,iquique,2020-04-10,0.07199546485260773
01107,alto hospicio,2020-04-10,0.20569727891156467
01405,pica,2020-04-10,0.1683673469387755
02101,antofagasta,2020-04-10,0.09601011259455282
02102,mejillones,2020-04-10,0.11904761904761905
02104,taltal,2020-04-10,0.2380952380952381
02201,calama,2020-04-10,0.034831323833881385
02203,san pedro de atacama,2020-04-10,NA
04101,la serena,2020-04-10,0.03571428571428571
04102,coquimbo,2020-04-10,0.034693877551020415
04201,illapel,2020-04-10,0.14452809095666241
04202,canela,2020-04-10,NA
04203,los vilos,2020-04-10,0
04204,salamanca,2020-04-10,0.12202380952380952
04301,ovalle,2020-04-10,0
04303,monte patria,2020-04-10,NA
05101,valparaiso,2020-04-10,0.06180452857471492
05102,casablanca,2020-04-10,0.020408163265306128
