codigo_comuna,comuna_residencia,fecha,positividad
14201,la union,2020-07-09,0.027826920241780937
14202,futrono,2020-07-09,0.023809523809523805
14203,lago ranco,2020-07-09,0
14204,rio bueno,2020-07-09,0.04535147392290251
15101,arica,2020-07-09,0.30745747201744866
15202,general lagos,2020-07-09,NA
16101,chillan,2020-07-09,0.13665428109498426
16102,bulnes,2020-07-09,0.21061750279795394
16103,chillan viejo,2020-07-09,0.1795835743204164
16104,el carmen,2020-07-09,0.30451453308596166
16105,pemuco,2020-07-09,0.24444444444444446
16106,pinto,2020-07-09,0.06844127612434936
16107,quillon,2020-07-09,0.20404135338345863
16108,san ignacio,2020-07-09,0.07936507936507937
16109,yungay,2020-07-09,0.04591836734693877
16201,quirihue,2020-07-09,0.06802721088435375
16202,cobquecura,2020-07-09,0.04761904761904762
16203,coelemu,2020-07-09,0.11785714285714285
16204,ninhue,2020-07-09,0.058333333333333334
16205,portezuelo,2020-07-09,0.16666666666666669
16206,ranquil,2020-07-09,0
16207,treguaco,2020-07-09,0.07142857142857142
16301,san carlos,2020-07-09,0.16578700802303287
16302,coihueco,2020-07-09,0.22031600518995478
16305,san nicolas,2020-07-09,0.18407399191560683
01101,iquique,2020-07-10,0.280668498967155
01107,alto hospicio,2020-07-10,0.22294941591986772
01401,pozo almonte,2020-07-10,0.3778999981955647
01404,huara,2020-07-10,0.3992673992673993
01405,pica,2020-07-10,0.36380385487528344
02101,antofagasta,2020-07-10,0.3396948471791475
02102,mejillones,2020-07-10,0.2317273762651914
02103,sierra gorda,2020-07-10,0.2554112554112554
02104,taltal,2020-07-10,0.2556402534663404
02201,calama,2020-07-10,0.361424670486353
02202,ollague,2020-07-10,0.07142857142857142
02203,san pedro de atacama,2020-07-10,0.33665311296890243
02301,tocopilla,2020-07-10,0.3752534347072162
02302,maria elena,2020-07-10,0.39051226551226553
03101,copiapo,2020-07-10,0.18825127450657986
03102,caldera,2020-07-10,0.06986531986531987
03103,tierra amarilla,2020-07-10,0.2012987012987013
03201,chanaral,2020-07-10,0.08415032679738563
03202,diego de almagro,2020-07-10,0.07781358157298009
03301,vallenar,2020-07-10,0.2262700409044053
03302,alto del carmen,2020-07-10,0.008928571428571428
03303,freirina,2020-07-10,0.1497331240188383
03304,huasco,2020-07-10,0.07199546485260773
04101,la serena,2020-07-10,0.2144155611733278
04102,coquimbo,2020-07-10,0.30949153953443087
04103,andacollo,2020-07-10,0.031746031746031744
04104,la higuera,2020-07-10,0.08733766233766234
04105,paiguano,2020-07-10,0
04106,vicuna,2020-07-10,0.16428571428571428
04201,illapel,2020-07-10,0.29009642975160216
04202,canela,2020-07-10,0.07142857142857142
04203,los vilos,2020-07-10,0.15776643990929703
04204,salamanca,2020-07-10,0.218000358037952
04301,ovalle,2020-07-10,0.1852621617667088
04302,combarbala,2020-07-10,0.020408163265306128
04303,monte patria,2020-07-10,0.222999222999223
04304,punitaqui,2020-07-10,0.13797313797313798
04305,rio hurtado,2020-07-10,0.04761904761904762
05101,valparaiso,2020-07-10,0.18512182044519715
05102,casablanca,2020-07-10,0.13203463203463203
05103,con con,2020-07-10,0.3037144403215832
05105,puchuncavi,2020-07-10,0.3005668934240363
05107,quintero,2020-07-10,0.11751999045232128
05109,vina del mar,2020-07-10,0.24170546596462456
05201,isla de pascua,2020-07-10,0
05301,los andes,2020-07-10,0.23007723082790227
05302,calle larga,2020-07-10,0.18721655328798187
05303,rinconada,2020-07-10,0.1790352504638219
05304,san esteban,2020-07-10,0.3129201680672269
05401,la ligua,2020-07-10,0.3786009463073767
05402,cabildo,2020-07-10,0.3390331890331891
05405,zapallar,2020-07-10,0.16326530612244897
05501,quillota,2020-07-10,0.3779998796874399
05502,calera,2020-07-10,0.37814600934027404
05503,hijuelas,2020-07-10,0.36487322201607914
05504,la cruz,2020-07-10,0.3654761904761905
05506,nogales,2020-07-10,0.5544217687074829
05601,san antonio,2020-07-10,0.1414762652956619
05602,algarrobo,2020-07-10,0.06190476190476189
05603,cartagena,2020-07-10,0.09667790193000278
05604,el quisco,2020-07-10,0.18282225170770067
05605,el tabo,2020-07-10,0.16587301587301587
05606,santo domingo,2020-07-10,0.08928571428571429
05701,san felipe,2020-07-10,0.17018256130568352
05702,catemu,2020-07-10,0.14184704184704183
05703,llaillay,2020-07-10,0.2075923650092448
05704,panquehue,2020-07-10,0.19384662956091528
05705,putaendo,2020-07-10,0.20633638070612864
05706,santa maria,2020-07-10,0.19212454212454214
05801,quilpue,2020-07-10,0.2919891295724919
05802,limache,2020-07-10,0.25417404650708164
05803,olmue,2020-07-10,0.32885487528344676
05804,villa alemana,2020-07-10,0.2443363559426602
06101,rancagua,2020-07-10,0.2706343045238686
06102,codegua,2020-07-10,0.2404702231769901
06103,coinco,2020-07-10,0.32040816326530613
06104,coltauco,2020-07-10,0.21882086167800452
06105,donihue,2020-07-10,0.2222063650635079
06106,graneros,2020-07-10,0.30195523152969966
06107,las cabras,2020-07-10,0.47373524508617676
06108,machali,2020-07-10,0.25592620081212253
06109,malloa,2020-07-10,0.328968253968254
06110,mostazal,2020-07-10,0.15324222815512015
06111,olivar,2020-07-10,0.22022675736961453
06113,pichidegua,2020-07-10,0.32959183673469383
06114,quinta de tilcoco,2020-07-10,0.2614718614718615
06115,rengo,2020-07-10,0.3887389993789334
06116,requinoa,2020-07-10,0.19019448215876786
06117,san vicente,2020-07-10,0.2357865106115041
06201,pichilemu,2020-07-10,0.16306193806193806
06202,la estrella,2020-07-10,0.04761904761904762
06203,litueche,2020-07-10,0.11904761904761905
06204,marchihue,2020-07-10,0.16666666666666669
06205,navidad,2020-07-10,0.15773809523809526
06301,san fernando,2020-07-10,0.20828159599671953
06302,chepica,2020-07-10,0.31565091790140715
06303,chimbarongo,2020-07-10,0.23766233766233766
06304,lolol,2020-07-10,0
06305,nancagua,2020-07-10,0.09523809523809525
06306,palmilla,2020-07-10,0.1608843537414966
06307,peralillo,2020-07-10,0.04761904761904762
06308,placilla,2020-07-10,0.15483405483405482
06310,santa cruz,2020-07-10,0.24670406732117814
07101,talca,2020-07-10,0.13278130541653993
07102,constitucion,2020-07-10,0.11929399965114251
07103,curepto,2020-07-10,0.023809523809523805
07105,maule,2020-07-10,0.20532663700866466
07106,pelarco,2020-07-10,0.24319727891156465
07107,pencahue,2020-07-10,0.2916666666666667
07108,rio claro,2020-07-10,0.2145949288806432
07109,san clemente,2020-07-10,0.142936591776412
07110,san rafael,2020-07-10,0.1315018315018315
07201,cauquenes,2020-07-10,0.1663096801027836
07202,chanco,2020-07-10,0.1054421768707483
07203,pelluhue,2020-07-10,0.11904761904761905
07301,curico,2020-07-10,0.2225817739320137
07302,hualane,2020-07-10,0
07303,licanten,2020-07-10,0.03571428571428571
07304,molina,2020-07-10,0.1782705389848247
07305,rauco,2020-07-10,0.31345598845598843
07306,romeral,2020-07-10,0.08730451326647701
07307,sagrada familia,2020-07-10,0.23971861471861472
07308,teno,2020-07-10,0.19460778464433318
07309,vichuquen,2020-07-10,0
07401,linares,2020-07-10,0.1383148077121544
07402,colbun,2020-07-10,0.3086496964377149
07403,longavi,2020-07-10,0.19390371533228676
07404,parral,2020-07-10,0.1580930185966484
07405,retiro,2020-07-10,0.11904761904761905
07406,san javier,2020-07-10,0.14296214744152289
07407,villa alegre,2020-07-10,0.20615079365079364
07408,yerbas buenas,2020-07-10,0.08214285714285714
08101,concepcion,2020-07-10,0.11051491750776525
08102,coronel,2020-07-10,0.10927625134217811
08103,chiguayante,2020-07-10,0.1281779661016949
08104,florida,2020-07-10,0
08105,hualqui,2020-07-10,0.12027923767054202
08106,lota,2020-07-10,0.11194579879779344
08107,penco,2020-07-10,0.11606363452452602
08108,san pedro de la paz,2020-07-10,0.15389781534778088
08109,santa juana,2020-07-10,0.1347985347985348
08110,talcahuano,2020-07-10,0.16236686955928567
08111,tome,2020-07-10,0.06279328561937259
08112,hualpen,2020-07-10,0.17058371361173297
08201,lebu,2020-07-10,0.020408163265306128
08202,arauco,2020-07-10,0.09110205794442518
08203,canete,2020-07-10,0.049185463659147874
08204,contulmo,2020-07-10,0.017857142857142856
08205,curanilahue,2020-07-10,0.17577265407510714
08206,los alamos,2020-07-10,0.13797313797313795
08207,tirua,2020-07-10,0.028571428571428564
08301,los angeles,2020-07-10,0.10863702122260706
08302,antuco,2020-07-10,0.24285714285714285
08303,cabrero,2020-07-10,0.10416474282020502
08304,laja,2020-07-10,0.20674920317777462
08305,mulchen,2020-07-10,0.14607142857142857
08306,nacimiento,2020-07-10,0.18571428571428572
08307,negrete,2020-07-10,0.17386681945505475
08309,quilleco,2020-07-10,0.15555555555555559
08310,san rosendo,2020-07-10,0.15079365079365084
08311,santa barbara,2020-07-10,0.10796395113069153
08312,tucapel,2020-07-10,0.16207998350855493
08313,yumbel,2020-07-10,0.35286689702891494
08314,alto biobio,2020-07-10,0.052163948583385925
09101,temuco,2020-07-10,0.05114843562828254
09102,carahue,2020-07-10,0.04194139194139194
09103,cunco,2020-07-10,0.12017195767195767
09104,curarrehue,2020-07-10,0
09105,freire,2020-07-10,0
09106,galvarino,2020-07-10,0.05272108843537415
09107,gorbea,2020-07-10,0
09108,lautaro,2020-07-10,0
09109,loncoche,2020-07-10,0.015873015873015896
09110,melipeuco,2020-07-10,0.014285714285714282
09111,nueva imperial,2020-07-10,0.01587301587301588
09112,padre las casas,2020-07-10,0.05964609924237257
09114,pitrufquen,2020-07-10,0.025595238095238098
09116,saavedra,2020-07-10,0.03679653679653679
09117,teodoro schmidt,2020-07-10,0.03571428571428571
09118,tolten,2020-07-10,0.023809523809523787
09119,vilcun,2020-07-10,0.17456709956709957
09120,villarrica,2020-07-10,0.012433862433862448
09201,angol,2020-07-10,0.20571014937521268
09202,collipulli,2020-07-10,0.07242063492063493
09203,curacautin,2020-07-10,0.020408163265306128
09204,ercilla,2020-07-10,0.12857142857142856
09205,lonquimay,2020-07-10,0
09206,los sauces,2020-07-10,0.14535464535464535
09208,puren,2020-07-10,0.1285714285714286
09209,renaico,2020-07-10,0.07142857142857142
09210,traiguen,2020-07-10,0
09211,victoria,2020-07-10,0.06686765615337044
10101,puerto montt,2020-07-10,0.11854296456347846
10102,calbuco,2020-07-10,0.13393093735039024
10103,cochamo,2020-07-10,0
10104,fresia,2020-07-10,0.0253968253968254
10105,frutillar,2020-07-10,0.09542081805498971
10106,los muermos,2020-07-10,0.0689609177004135
10107,llanquihue,2020-07-10,0.03543813942150209
10108,maullin,2020-07-10,0.055433455433455424
10109,puerto varas,2020-07-10,0.04455087586966682
10201,castro,2020-07-10,0
10202,ancud,2020-07-10,0.0030395136778115545
10203,chonchi,2020-07-10,0
10204,curaco de velez,2020-07-10,0.09483994266602962
10205,dalcahue,2020-07-10,0
10206,puqueldon,2020-07-10,0
10207,queilen,2020-07-10,0
10208,quellon,2020-07-10,0.02448979591836734
10209,quemchi,2020-07-10,0
10210,quinchao,2020-07-10,0
10301,osorno,2020-07-10,0.12271433569460712
10303,purranque,2020-07-10,0
10305,rio negro,2020-07-10,0.012987012987012991
10306,san juan de la costa,2020-07-10,0
10307,san pablo,2020-07-10,0.020408163265306128
10401,chaiten,2020-07-10,0.2414965986394558
10402,futaleufu,2020-07-10,0
10403,hualaihue,2020-07-10,0.03571428571428571
10404,palena,2020-07-10,0
11101,coyhaique,2020-07-10,0.005828524800373039
11201,aisen,2020-07-10,0.051210414039388544
11202,cisnes,2020-07-10,0
11301,cochrane,2020-07-10,0
11401,chile chico,2020-07-10,0
11402,rio ibanez,2020-07-10,0
12101,punta arenas,2020-07-10,0.07167640537332595
12301,porvenir,2020-07-10,1.586032892321652e-17
12401,natales,2020-07-10,0.029143475572046995
13101,santiago,2020-07-10,0.29529087847211527
13102,cerrillos,2020-07-10,0.2789547765916467
13103,cerro navia,2020-07-10,0.25332888806063797
13104,conchali,2020-07-10,0.30970541202835994
13105,el bosque,2020-07-10,0.27952212318421704
13106,estacion central,2020-07-10,0.24639515753340574
13107,huechuraba,2020-07-10,0.25933526633754383
13108,independencia,2020-07-10,0.3617594145896033
13109,la cisterna,2020-07-10,0.21821204455192728
13110,la florida,2020-07-10,0.21630766127026016
13111,la granja,2020-07-10,0.17072547755178885
13112,la pintana,2020-07-10,0.2266857537869797
13113,la reina,2020-07-10,0.24815920456852694
13114,las condes,2020-07-10,0.1962052588868093
13115,lo barnechea,2020-07-10,0.14901082415942393
13116,lo espejo,2020-07-10,0.2867100949824194
13117,lo prado,2020-07-10,0.3267274276009394
13118,macul,2020-07-10,0.28414630336754026
13119,maipu,2020-07-10,0.2534487646312041
13120,nunoa,2020-07-10,0.2565346245752445
13121,pedro aguirre cerda,2020-07-10,0.2900750744149224
13122,penalolen,2020-07-10,0.292713087125112
13123,providencia,2020-07-10,0.23932999691640205
13124,pudahuel,2020-07-10,0.2233289823573282
13125,quilicura,2020-07-10,0.28114443225063984
13126,quinta normal,2020-07-10,0.2565217407101173
13127,recoleta,2020-07-10,0.27845851781064984
13128,renca,2020-07-10,0.24546450002183842
13129,san joaquin,2020-07-10,0.23441625063824104
13130,san miguel,2020-07-10,0.3192823690280117
13131,san ramon,2020-07-10,0.3144392321349188
13132,vitacura,2020-07-10,0.11485609363760625
13201,puente alto,2020-07-10,0.25067096293979013
13202,pirque,2020-07-10,0.21824765344780478
13203,san jose de maipo,2020-07-10,0.21766963195534622
13301,colina,2020-07-10,0.2647027921151503
13302,lampa,2020-07-10,0.26962898756677123
13303,tiltil,2020-07-10,0.2797773654916512
13401,san bernardo,2020-07-10,0.2894673334634424
13402,buin,2020-07-10,0.24030001885048685
13403,calera de tango,2020-07-10,0.28726490596238496
13404,paine,2020-07-10,0.3067691771273204
13501,melipilla,2020-07-10,0.2651417821829923
13502,alhue,2020-07-10,0.259698609394658
13503,curacavi,2020-07-10,0.24519202329761333
13504,maria pinto,2020-07-10,0.252390466676181
13505,san pedro,2020-07-10,0.21253270538984825
13601,talagante,2020-07-10,0.31590898356409775
13602,el monte,2020-07-10,0.3077216885130077
13603,isla de maipo,2020-07-10,0.278682256549958
13604,padre hurtado,2020-07-10,0.3591680657041705
13605,penaflor,2020-07-10,0.25579101474058913
14101,valdivia,2020-07-10,0.0494334606558235
14103,lanco,2020-07-10,0
14104,los lagos,2020-07-10,0.009523809523809521
14105,mafil,2020-07-10,0
14106,mariquina,2020-07-10,0
14107,paillaco,2020-07-10,0.009523809523809521
14108,panguipulli,2020-07-10,0.02701080432172869
14201,la union,2020-07-10,0.027826920241780937
14202,futrono,2020-07-10,0
14203,lago ranco,2020-07-10,0
14204,rio bueno,2020-07-10,0.04024943310657598
15101,arica,2020-07-10,0.30761963668408443
15201,putre,2020-07-10,0.18923992673992673
16101,chillan,2020-07-10,0.13758439709442524
16102,bulnes,2020-07-10,0.21729653804841775
16103,chillan viejo,2020-07-10,0.19331983805668015
16104,el carmen,2020-07-10,0.2624092699280669
16105,pemuco,2020-07-10,0.26031746031746034
16106,pinto,2020-07-10,0.1001873078703811
16107,quillon,2020-07-10,0.23975563909774436
16108,san ignacio,2020-07-10,0.07936507936507937
16109,yungay,2020-07-10,0.05952380952380952
16201,quirihue,2020-07-10,0.06802721088435375
16203,coelemu,2020-07-10,0.12110389610389609
16204,ninhue,2020-07-10,0.04642857142857142
16205,portezuelo,2020-07-10,0.16666666666666669
16207,treguaco,2020-07-10,0.07142857142857142
16301,san carlos,2020-07-10,0.16536183795500567
16302,coihueco,2020-07-10,0.21089140201535161
16303,niquen,2020-07-10,0.08333333333333334
16304,san fabian,2020-07-10,0.04761904761904762
16305,san nicolas,2020-07-10,0.1874753524598245
01101,iquique,2020-07-11,0.29118027731103113
01107,alto hospicio,2020-07-11,0.247238640209092
01401,pozo almonte,2020-07-11,0.3754369440083726
01404,huara,2020-07-11,0.4278388278388278
02101,antofagasta,2020-07-11,0.3380243097550347
02102,mejillones,2020-07-11,0.24038538492320008
02104,taltal,2020-07-11,0.2432178932178932
02201,calama,2020-07-11,0.3544648494054945
02202,ollague,2020-07-11,0.08241758241758242
02301,tocopilla,2020-07-11,0.31811057756435906
02302,maria elena,2020-07-11,0.43813131313131315
03101,copiapo,2020-07-11,0.14555458895275145
03102,caldera,2020-07-11,0.057960557960557955
03103,tierra amarilla,2020-07-11,0.18701298701298702
03201,chanaral,2020-07-11,0.08415032679738563
03202,diego de almagro,2020-07-11,0.10955961331901183
03301,vallenar,2020-07-11,0.2616043874089646
04101,la serena,2020-07-11,0.20238903537811592
04102,coquimbo,2020-07-11,0.3157399096382227
04103,andacollo,2020-07-11,0.126984126984127
04104,la higuera,2020-07-11,0.08733766233766234
04106,vicuna,2020-07-11,0.17653061224489797
04201,illapel,2020-07-11,0.2978121183183546
04202,canela,2020-07-11,0.03571428571428571
04203,los vilos,2020-07-11,0.2149092970521542
04204,salamanca,2020-07-11,0.218000358037952
04301,ovalle,2020-07-11,0.17676399326854028
04302,combarbala,2020-07-11,0.020408163265306128
04303,monte patria,2020-07-11,0.20712620712620713
05101,valparaiso,2020-07-11,0.18623571629593508
05102,casablanca,2020-07-11,0.170995670995671
05103,con con,2020-07-11,0.327262321012321
05107,quintero,2020-07-11,0.15323427616660698
05109,vina del mar,2020-07-11,0.24967327280567084
05301,los andes,2020-07-11,0.21518943662976325
05302,calle larga,2020-07-11,0.16680839002267575
05303,rinconada,2020-07-11,0.1790352504638219
05304,san esteban,2020-07-11,0.25447860962566843
05401,la ligua,2020-07-11,0.3505397218175808
05402,cabildo,2020-07-11,0.4183982683982684
05404,petorca,2020-07-11,0.108843537414966
05405,zapallar,2020-07-11,0.2585034013605442
05501,quillota,2020-07-11,0.34278162571918597
05502,calera,2020-07-11,0.41386029505455973
05503,hijuelas,2020-07-11,0.39208410636982066
05504,la cruz,2020-07-11,0.3297619047619048
05506,nogales,2020-07-11,0.5252009894867038
05601,san antonio,2020-07-11,0.14346384293541345
05602,algarrobo,2020-07-11,0.06190476190476189
05603,cartagena,2020-07-11,0.07146781789638933
05604,el quisco,2020-07-11,0.14640768588137013
05605,el tabo,2020-07-11,0.186281179138322
05606,santo domingo,2020-07-11,0.08928571428571429
05701,san felipe,2020-07-11,0.1520419717365225
05703,llaillay,2020-07-11,0.2671161745330543
05704,panquehue,2020-07-11,0.2414656771799629
05705,putaendo,2020-07-11,0.23490780927755717
05706,santa maria,2020-07-11,0.1261904761904762
05801,quilpue,2020-07-11,0.30474423161330827
05802,limache,2020-07-11,0.28478629140504086
05803,olmue,2020-07-11,0.27171201814058954
05804,villa alemana,2020-07-11,0.2407980985344338
06101,rancagua,2020-07-11,0.26896930285886694
06102,codegua,2020-07-11,0.3118987946055615
06103,coinco,2020-07-11,0.28469387755102044
06104,coltauco,2020-07-11,0.2800453514739229
06105,donihue,2020-07-11,0.21540364397507256
06106,graneros,2020-07-11,0.3267171362916044
06107,las cabras,2020-07-11,0.47373524508617676
06108,machali,2020-07-11,0.22805479816758015
06109,malloa,2020-07-11,0.4003968253968254
06110,mostazal,2020-07-11,0.19405855468573238
06111,olivar,2020-07-11,0.19046485260770976
06112,peumo,2020-07-11,0.1598639455782313
06113,pichidegua,2020-07-11,0.4030612244897959
06114,quinta de tilcoco,2020-07-11,0.2614718614718615
06115,rengo,2020-07-11,0.363894278882039
06116,requinoa,2020-07-11,0.22194051390479963
06117,san vicente,2020-07-11,0.19682547165046518
06201,pichilemu,2020-07-11,0.19877622377622378
06202,la estrella,2020-07-11,0.04761904761904762
06203,litueche,2020-07-11,0.07142857142857142
06206,paredones,2020-07-11,0.05714285714285715
06301,san fernando,2020-07-11,0.20528039551652746
06302,chepica,2020-07-11,0.35136520361569284
06303,chimbarongo,2020-07-11,0.20194805194805193
06304,lolol,2020-07-11,0
06305,nancagua,2020-07-11,0.12380952380952381
06306,palmilla,2020-07-11,0.11326530612244899
06307,peralillo,2020-07-11,0.04761904761904762
06308,placilla,2020-07-11,0.12626262626262627
06310,santa cruz,2020-07-11,0.26456121017832096
07101,talca,2020-07-11,0.1213896798007764
07102,constitucion,2020-07-11,0.13734737484737486
07103,curepto,2020-07-11,0.023809523809523805
07105,maule,2020-07-11,0.18076125530042583
07106,pelarco,2020-07-11,0.24319727891156465
07107,pencahue,2020-07-11,0.22023809523809526
07108,rio claro,2020-07-11,0.1782312925170068
07109,san clemente,2020-07-11,0.14515487039220612
07110,san rafael,2020-07-11,0.08388278388278389
07201,cauquenes,2020-07-11,0.21252816749774153
07202,chanco,2020-07-11,0.1054421768707483
07301,curico,2020-07-11,0.20157337057066918
07302,hualane,2020-07-11,0
07304,molina,2020-07-11,0.1496991104133961
07305,rauco,2020-07-11,0.31345598845598843
07306,romeral,2020-07-11,0.08822026418222793
07307,sagrada familia,2020-07-11,0.2682900432900433
07308,teno,2020-07-11,0.19143318146973
07401,linares,2020-07-11,0.14012640191505296
07402,colbun,2020-07-11,0.30547509326311173
07403,longavi,2020-07-11,0.17192569335426477
07404,parral,2020-07-11,0.14519619319982296
07405,retiro,2020-07-11,0.08730158730158731
07406,san javier,2020-07-11,0.19500918576904905
07407,villa alegre,2020-07-11,0.1871031746031746
07408,yerbas buenas,2020-07-11,0.1357142857142857
08101,concepcion,2020-07-11,0.11055745983738323
08102,coronel,2020-07-11,0.12335782447886937
08103,chiguayante,2020-07-11,0.12761331336312914
08104,florida,2020-07-11,0
08105,hualqui,2020-07-11,0.12027923767054202
08106,lota,2020-07-11,0.094938996076705
08107,penco,2020-07-11,0.1405573400527143
08108,san pedro de la paz,2020-07-11,0.1347739186495135
08109,santa juana,2020-07-11,0.1238095238095238
08110,talcahuano,2020-07-11,0.15058115527357138
08111,tome,2020-07-11,0.0552970337453096
08112,hualpen,2020-07-11,0.15365021607478718
08201,lebu,2020-07-11,0.020408163265306128
08202,arauco,2020-07-11,0.09586396270632994
08203,canete,2020-07-11,0.055988184747583256
08204,contulmo,2020-07-11,0
08205,curanilahue,2020-07-11,0.16148693978939285
08206,los alamos,2020-07-11,0.13797313797313795
08207,tirua,2020-07-11,0
08301,los angeles,2020-07-11,0.11928865029528876
08302,antuco,2020-07-11,0.21428571428571427
08303,cabrero,2020-07-11,0.10416474282020502
08304,laja,2020-07-11,0.22460634603491747
08305,mulchen,2020-07-11,0.15857142857142859
08306,nacimiento,2020-07-11,0.19870129870129874
08307,negrete,2020-07-11,0.17386681945505475
08309,quilleco,2020-07-11,0.1873015873015873
08311,santa barbara,2020-07-11,0.1369937448663676
08312,tucapel,2020-07-11,0.14422284065141208
08313,yumbel,2020-07-11,0.31519028792373444
08314,alto biobio,2020-07-11,0.052163948583385925
09101,temuco,2020-07-11,0.04986816250334923
09102,carahue,2020-07-11,0.04302364302364302
09103,cunco,2020-07-11,0.10588624338624339
09104,curarrehue,2020-07-11,0
09105,freire,2020-07-11,0
09106,galvarino,2020-07-11,0.01190476190476191
09107,gorbea,2020-07-11,0
09108,lautaro,2020-07-11,0.0013106159895150643
09109,loncoche,2020-07-11,1.586032892321652e-17
09110,melipeuco,2020-07-11,0.014285714285714282
09111,nueva imperial,2020-07-11,0.01587301587301588
09112,padre las casas,2020-07-11,0.04853135586218297
09113,perquenco,2020-07-11,0.017857142857142856
09114,pitrufquen,2020-07-11,0.016071428571428577
09115,pucon,2020-07-11,0.010989010989010981
09116,saavedra,2020-07-11,0.03679653679653679
09117,teodoro schmidt,2020-07-11,0.03571428571428571
09118,tolten,2020-07-11,0.023809523809523787
09119,vilcun,2020-07-11,0.15670995670995672
09120,villarrica,2020-07-11,0.012433862433862448
09121,cholchol,2020-07-11,0.07081807081807082
09201,angol,2020-07-11,0.2106262858702965
09202,collipulli,2020-07-11,0.07242063492063493
09203,curacautin,2020-07-11,0.020408163265306128
09204,ercilla,2020-07-11,0.19999999999999998
09205,lonquimay,2020-07-11,0
09206,los sauces,2020-07-11,0.07392607392607393
09207,lumaco,2020-07-11,0.07499999999999998
09208,puren,2020-07-11,0.1285714285714286
09209,renaico,2020-07-11,0.08441558441558442
09210,traiguen,2020-07-11,0.03571428571428571
09211,victoria,2020-07-11,0.060915275200989494
10101,puerto montt,2020-07-11,0.1437548616200357
10102,calbuco,2020-07-11,0.12372685571773719
10104,fresia,2020-07-11,0.049206349206349205
10105,frutillar,2020-07-11,0.06565891329308494
10106,los muermos,2020-07-11,0.0689609177004135
10107,llanquihue,2020-07-11,0.019684469532493858
10108,maullin,2020-07-11,0.055433455433455424
10109,puerto varas,2020-07-11,0.036147514525129
10201,castro,2020-07-11,0
10202,ancud,2020-07-11,0.0030395136778115545
10208,quellon,2020-07-11,0.010204081632653057
10301,osorno,2020-07-11,0.11895493719836651
10401,chaiten,2020-07-11,0.2414965986394558
10402,futaleufu,2020-07-11,0
10403,hualaihue,2020-07-11,0
10404,palena,2020-07-11,0
11101,coyhaique,2020-07-11,0.005828524800373039
11201,aisen,2020-07-11,0.08295644578542029
12101,punta arenas,2020-07-11,0.09232588137994481
12401,natales,2020-07-11,0.029143475572046995
13101,santiago,2020-07-11,0.2842700593717593
13102,cerrillos,2020-07-11,0.20383373193961948
13103,cerro navia,2020-07-11,0.2370643177163712
13104,conchali,2020-07-11,0.2900441735337246
13105,el bosque,2020-07-11,0.25065251082314355
13106,estacion central,2020-07-11,0.245917374446927
13107,huechuraba,2020-07-11,0.24168820751401446
13108,independencia,2020-07-11,0.3019052842582255
13109,la cisterna,2020-07-11,0.17108357778060337
13110,la florida,2020-07-11,0.21279483422802134
13111,la granja,2020-07-11,0.11465134335265463
13112,la pintana,2020-07-11,0.22253475128071404
13113,la reina,2020-07-11,0.23512065581569244
13114,las condes,2020-07-11,0.18102589521587506
13115,lo barnechea,2020-07-11,0.14107431622291602
13116,lo espejo,2020-07-11,0.2591432542926551
13117,lo prado,2020-07-11,0.33164806252157425
13118,macul,2020-07-11,0.2637381401022341
13119,maipu,2020-07-11,0.23193228437362062
13120,nunoa,2020-07-11,0.2471593081836276
13121,pedro aguirre cerda,2020-07-11,0.23848777282762085
13122,penalolen,2020-07-11,0.2676243026137132
13123,providencia,2020-07-11,0.24082528102038178
13124,pudahuel,2020-07-11,0.2260392463895017
13125,quilicura,2020-07-11,0.2506244484885997
13126,quinta normal,2020-07-11,0.27476563274041704
13127,recoleta,2020-07-11,0.27596682345849033
13128,renca,2020-07-11,0.23404618546763536
13129,san joaquin,2020-07-11,0.22401271974290687
13130,san miguel,2020-07-11,0.3021395118851546
13131,san ramon,2020-07-11,0.2781776010457015
13132,vitacura,2020-07-11,0.1318628963586947
13201,puente alto,2020-07-11,0.24261995928709748
13202,pirque,2020-07-11,0.16705717725732858
13203,san jose de maipo,2020-07-11,0.2200505843362986
13301,colina,2020-07-11,0.25240556553220944
13302,lampa,2020-07-11,0.26125089948943503
13303,tiltil,2020-07-11,0.29492888064316636
13401,san bernardo,2020-07-11,0.2866365205767636
13402,buin,2020-07-11,0.2655821138047129
13403,calera de tango,2020-07-11,0.25393157262905164
13404,paine,2020-07-11,0.29811116846931174
13501,melipilla,2020-07-11,0.288851405892616
13502,alhue,2020-07-11,0.22118929262447168
13503,curacavi,2020-07-11,0.23243692125679702
13504,maria pinto,2020-07-11,0.34654631083202514
13505,san pedro,2020-07-11,0.20658032443746732
13601,talagante,2020-07-11,0.3070345246896388
13602,el monte,2020-07-11,0.2761167502414027
13603,isla de maipo,2020-07-11,0.3774964857989699
13604,padre hurtado,2020-07-11,0.3553543043820665
13605,penaflor,2020-07-11,0.2900685188456794
14101,valdivia,2020-07-11,0.055442530950608075
14102,corral,2020-07-11,0.04761904761904762
14103,lanco,2020-07-11,0.028571428571428564
14104,los lagos,2020-07-11,0.009523809523809521
14105,mafil,2020-07-11,0
14106,mariquina,2020-07-11,0
14107,paillaco,2020-07-11,0.009523809523809521
14108,panguipulli,2020-07-11,0.02701080432172869
14201,la union,2020-07-11,0.015922158337019026
14202,futrono,2020-07-11,0
